00:00:00.831 , 104.0
00:00:01.234 , 108.2
00:00:01.730 , 112.5
00:00:02.112 , 117.0
00:00:02.439 , 121.7
00:00:02.962 , 126.53190184960003
00:00:05.235 , 131.59317792358402
00:00:05.555 , 136.85690504052738
00:00:13.922 , 142.3311812421485
00:00:14.119 , 148.02442849183444
00:00:22.343 , 153.94540563150784
00:00:22.657 , 160.10322185676816
00:00:23.912 , 166.50735073103888
00:00:24.592 , 173.16764476028044
00:00:25.469 , 180.09435055069164
00:00:26.011 , 187.29812457271933
00:00:27.852 , 194.79004955562812
00:00:27.945 , 202.58165153785325
00:00:29.878 , 210.7
00:00:30.321 , 219.1123143033421
00:00:31.447 , 227.87680687547578
00:00:31.671 , 236.9918791504948
00:00:32.797 , 246.4715543165146
00:00:32.995 , 256.3304164891752
00:00:33.932 , 266.5836331487422
00:00:34.127 , 277.2469784746919
00:00:41.720 , 288.3368576136796
00:00:41.877 , 299.8703319182268
00:00:51.968 , 311.8651451949559
00:00:52.159 , 324.33975100275416
00:00:52.407 , 337.3133410428643
00:00:52.641 , 350.8058746845789
00:00:54.007 , 364.83810967196206
00:00:54.129 , 379.4316340588406
00:00:56.531 , 394.6
00:00:57.766 , 410.393255398042
00:00:59.489 , 426.8089856139636
00:01:08.867 , 443.8813450385222
00:01:09.081 , 461.6365988400632
00:01:11.590 , 480.10206279366565
00:01:11.747 , 499.3061453054123
00:01:15.842 , 519.2783911176289
00:01:16.051 , 540.0495267623339
00:01:16.283 , 561.6515078328274
00:01:16.526 , 584.1175681461406
00:01:20.531 , 607.5
00:01:21.120 , 631.7815617068657
00:01:24.245 , 657.0528241751402
00:01:24.436 , 683.3349371421459
00:01:24.684 , 710.6683346278318
00:01:25.089 , 739.095068012945
00:01:25.280 , 768.6588707334629
00:01:25.753 , 799.4052255628014
00:01:25.910 , 831.4
00:01:26.439 , 864.6
00:01:26.721 , 899.2
00:01:27.160 , 935.2
00:01:27.250 , 972.6
00:01:27.475 , 1011.5026353896976
00:01:27.632 , 1051.9627408052856
00:01:27.913 , 1094.041250437497
00:01:28.037 , 1137.8
00:01:29.670 , 1183.3
00:01:29.916 , 1230.6
00:01:30.231 , 1279.9
00:01:30.322 , 1331.1
00:01:31.514 , 1384.3
00:01:31.672 , 1439.7
00:01:31.801 , 1497.3
00:01:32.201 , 1557.2
00:01:32.270 , 1619.4483084250242
00:01:32.392 , 1684.226240762025
00:01:32.449 , 1751.595290392506
00:01:32.797 , 1821.6591020082064
00:01:32.831 , 1894.5254660885346
00:01:32.990 , 1970.3064847320763
00:01:33.169 , 2049.118744121359
00:01:33.236 , 2131.083493886214
00:01:33.326 , 2216.3268336416627
00:01:33.393 , 2304.9799069873293
00:01:33.608 , 2397.179103266822
00:01:33.765 , 2493.0662673974953
00:01:34.046 , 2592.7889180933953
00:01:34.080 , 2696.500474817131
00:01:35.239 , 2804.4
00:01:36.432 , 2916.5
00:01:36.713 , 3033.2
00:01:36.837 , 3154.5
00:01:36.961 , 3280.7
00:01:37.030 , 3411.9
00:01:37.085 , 3548.4
00:01:37.209 , 3690.3
00:01:37.242 , 3838.0
00:01:37.309 , 3991.5
00:01:37.366 , 4151.1
00:01:37.523 , 4317.2
00:01:37.557 , 4489.9
00:01:37.591 , 4669.5
00:01:37.647 , 4856.2
00:01:37.681 , 5252.5
00:01:37.715 , 5681.1
00:01:37.750 , 6144.7
00:01:37.805 , 6646.1
00:01:37.838 , 7188.4
00:01:37.872 , 7775.0
00:01:37.929 , 8086.0
00:01:37.962 , 8409.4
00:01:38.153 , 9095.7
00:01:38.191 , 9459.5
00:01:38.277 , 9837.9
00:01:38.311 , 10640.6